GeneName,WT_EtOH_1,WT_EtOH_2,WT_EtOH_3,WT_Dex_1,WT_Dex_2,WT_Dex_3,Brg1KD_EtOH_1,Brg1KD_EtOH_2,Brg1KD_EtOH_3,Brg1KD_Dex_1,Brg1KD_Dex_2,Brg1KD_Dex_3
KCNK9,2.0,0.8,0.0,1.6,0.1,0.0,1.1,2.0,0.4,1.0,0.6,0.8
KCNMA1,7.9,7.9,7.6,10.4,10.3,10.3,8.2,7.9,8.1,9.9,9.7,9.8
KCNMA1-AS1,4.4,4.3,4.8,6.0,5.5,5.4,4.6,4.4,5.2,5.3,5.7,5.0
KCNMA1-AS2,0.1,-0.3,0.0,2.8,0.1,2.1,0.3,2.0,0.4,3.3,3.2,2.2
KCNMA1-AS3,1.6,1.2,1.9,3.5,3.6,2.1,0.3,1.9,1.9,3.1,3.5,3.4
KCNMB1,4.7,5.4,5.2,5.5,5.0,4.8,5.1,5.3,5.7,5.1,4.9,5.4
KCNMB2,7.1,7.3,7.3,7.3,6.7,6.9,6.7,6.7,7.1,6.7,6.4,6.7
KCNMB2-AS1,7.9,7.7,7.9,7.7,8.1,8.1,8.0,7.9,8.1,7.8,8.1,7.8
KCNMB3,7.5,7.3,7.9,7.8,7.9,7.7,7.2,7.5,7.6,7.3,7.1,7.1
KCNMB3P1,5.4,1.3,1.1,0.0,0.2,1.2,0.4,0.6,2.0,0.0,0.0,-0.2
KCNMB4,9.3,9.5,9.5,9.4,9.5,9.6,9.1,9.2,9.2,8.9,8.8,9.2
KCNN1,3.6,3.9,4.4,4.0,4.5,5.0,4.3,4.1,4.5,4.0,4.0,4.7
KCNN2,4.2,3.5,4.0,3.8,3.9,3.6,4.6,3.5,4.2,3.3,3.4,4.1
KCNN3,8.9,8.9,9.1,9.3,9.4,9.6,8.8,8.5,8.7,8.2,8.4,8.4
KCNN4,2.2,3.4,3.6,3.4,0.1,3.2,2.7,1.4,2.9,3.0,2.4,1.1
KCNQ1,3.1,2.4,3.0,3.5,3.0,3.4,2.1,2.9,3.0,3.4,2.2,3.3
KCNQ1-AS1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KCNQ1DN,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KCNQ1OT1,9.9,9.9,9.9,10.1,9.8,9.8,9.9,9.8,9.9,10.0,10.0,9.9
KCNQ2,0.7,2.8,6.5,8.1,6.7,1.8,1.7,2.0,3.1,2.8,3.9,3.1
KCNQ3,1.4,1.1,1.2,-0.1,0.1,1.6,1.8,1.3,0.5,0.7,0.8,-0.5
KCNQ4,3.5,3.2,3.7,3.4,2.2,1.0,3.9,3.3,3.8,4.0,2.5,3.7
KCNQ5,8.3,8.3,8.3,6.7,7.4,6.9,8.0,8.2,8.0,7.5,7.7,7.9
KCNQ5-AS1,1.0,1.6,1.9,1.9,0.1,1.1,1.3,1.3,2.0,1.4,1.5,0.6
KCNQ5-IT1,4.5,3.9,4.8,2.4,3.4,4.4,3.8,3.5,3.7,3.1,3.3,2.9
KCNRG,5.9,5.3,5.1,5.7,6.0,4.9,5.0,5.0,4.9,5.2,5.3,5.2
KCNS1,4.3,3.9,3.1,2.9,3.3,2.6,3.1,2.3,3.8,3.4,3.2,3.4
KCNS2,2.6,2.9,2.8,1.9,1.7,2.7,3.6,3.6,2.4,3.1,3.5,3.2
KCNS3,10.2,9.9,10.0,10.2,10.4,10.4,10.1,10.0,10.0,10.1,10.2,10.3
KCNT1,2.8,1.3,1.9,2.3,2.3,1.6,0.5,2.8,2.5,2.5,0.8,2.8
KCNT2,1.5,1.6,2.6,1.4,2.2,1.7,2.7,2.8,4.7,2.1,3.1,2.4
KCNU1,0.1,1.5,2.5,2.4,2.2,1.0,2.5,0.4,1.8,2.2,5.4,2.1
KCNV1,7.0,7.1,7.0,7.2,7.2,7.1,6.6,6.8,7.0,6.8,6.8,6.9
KCNV2,2.7,2.4,2.5,2.7,2.7,2.1,2.2,2.3,2.4,2.7,2.0,3.3
KCP,5.9,5.5,5.7,5.6,5.8,5.7,5.2,5.8,5.9,5.3,5.1,5.1
KCTD1,8.9,9.0,8.9,9.2,9.0,9.1,9.1,9.0,8.9,8.8,8.9,8.9
KCTD10,10.5,10.5,10.4,10.6,10.3,10.4,10.0,10.4,10.4,10.4,10.1,10.3
KCTD10P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KCTD11,7.9,7.8,7.7,7.8,7.8,7.9,7.6,7.9,7.8,7.7,7.4,7.8
KCTD12,6.1,6.5,6.5,6.7,6.5,6.2,5.3,5.1,5.7,4.7,4.8,5.0
KCTD13,8.2,8.1,7.9,7.6,7.1,7.7,8.1,7.6,7.8,7.8,7.7,7.9
KCTD14,2.2,3.2,1.9,4.0,3.8,3.7,1.8,2.3,3.0,-0.2,2.1,3.1
KCTD15,9.9,10.0,9.9,9.3,9.2,9.3,10.0,9.6,9.5,9.2,9.2,9.5
KCTD16,3.5,3.2,3.3,2.4,2.2,3.8,2.9,3.4,3.0,2.0,3.1,3.2
KCTD17,6.4,6.4,6.6,6.5,6.6,6.1,6.1,6.0,6.1,5.9,5.8,5.8
KCTD18,9.7,9.7,9.6,9.7,9.8,10.0,9.5,9.7,9.7,9.5,9.7,9.6
KCTD19,2.3,2.4,4.1,4.1,5.5,4.2,4.1,2.6,5.0,2.7,4.1,4.7
KCTD2,10.8,10.9,10.8,10.5,10.4,10.3,10.8,10.4,10.4,10.4,10.4,10.4
KCTD20,12.6,12.5,12.7,12.4,12.5,12.6,12.8,12.7,12.8,12.7,12.7,12.8
KCTD21,7.7,7.6,8.0,7.9,7.1,6.7,7.7,7.9,8.1,7.6,7.5,7.2
KCTD21-AS1,6.7,6.5,7.0,6.8,6.6,7.0,6.4,6.5,6.3,6.0,6.2,6.5
KCTD3,13.5,13.6,13.6,13.7,14.0,14.0,13.2,13.3,13.4,13.5,13.5,13.5
KCTD4,1.6,2.7,1.9,2.6,3.2,1.1,2.3,1.3,2.3,2.8,2.2,2.2
KCTD5,10.6,10.6,10.6,10.6,10.6,10.4,10.8,10.6,10.6,10.8,10.7,10.8
KCTD6,10.5,10.4,10.5,9.9,9.7,9.7,10.3,10.4,10.5,10.1,10.1,10.0
KCTD7,8.0,7.7,7.9,7.7,7.7,7.6,8.5,8.5,8.3,8.1,8.1,8.3
KCTD8,0.1,-0.3,0.0,1.0,0.1,0.0,0.3,0.4,0.4,2.6,-0.1,0.2
KCTD9,10.5,10.5,10.6,10.6,11.1,11.1,10.0,10.4,10.4,10.5,10.5,10.5
KCTD9P1,0.1,-0.3,0.0,1.9,2.9,2.1,0.3,1.9,2.4,3.0,0.9,1.9
KCTD9P2,0.1,-0.2,0.0,1.0,2.2,0.1,0.4,0.4,0.4,0.9,1.0,-0.5
KCTD9P3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KCTD9P4,1.0,-0.3,0.0,1.9,1.1,0.0,0.3,0.4,2.0,-0.2,-0.1,1.6
KCTD9P5,0.1,-0.3,0.9,0.9,0.1,0.0,0.3,0.4,0.4,0.8,0.9,-0.5
KCTD9P6,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KDELC1,9.3,9.2,9.4,9.2,9.2,9.2,9.5,9.4,9.4,9.3,9.4,9.4
KDELC1P1,0.1,1.7,0.0,0.9,1.1,1.1,1.3,0.4,0.4,-0.2,0.9,0.5
KDELC2,11.5,11.5,11.5,11.3,11.3,11.2,11.0,11.1,11.1,11.0,11.1,11.0
KDELR1,9.5,9.8,9.8,9.8,9.4,9.0,9.7,9.6,9.8,9.9,9.9,9.7
KDELR2,12.9,12.8,12.8,12.6,12.7,12.7,12.9,13.0,12.9,12.9,12.9,12.9
KDELR3,8.3,8.6,8.5,8.3,8.1,7.8,7.8,7.9,7.8,7.9,7.8,7.6
KDF1,8.2,8.1,8.1,9.5,9.0,8.6,8.2,8.1,8.0,9.1,9.2,8.9
KDM1A,12.1,12.1,12.1,12.1,12.2,12.3,12.2,12.1,12.1,12.1,12.1,12.1
KDM1B,10.4,10.4,10.4,10.2,10.3,10.5,10.8,10.7,10.7,10.7,10.6,10.6
KDM2A,12.2,12.3,12.3,12.2,12.0,12.0,12.3,12.3,12.3,12.0,12.1,12.1
KDM2B,10.7,10.6,10.8,10.4,10.5,10.4,10.6,10.2,10.2,10.4,10.3,10.2
KDM3A,9.5,9.8,9.6,9.8,10.0,9.8,10.0,10.2,10.2,10.1,10.3,10.4
KDM3B,11.3,11.4,11.3,11.1,11.0,10.9,11.4,11.1,11.1,11.0,11.1,10.9
KDM4A,10.9,10.9,11.0,10.8,11.1,11.1,11.2,11.2,11.3,11.3,11.3,11.2
KDM4A-AS1,4.8,5.2,5.2,5.5,5.1,5.4,5.1,5.2,5.1,4.8,4.7,4.3
KDM4B,12.2,11.9,11.9,12.8,12.5,12.8,12.3,12.1,12.1,12.9,12.9,12.8
KDM4C,9.5,9.4,9.4,9.5,9.5,9.8,10.1,10.0,10.0,9.9,10.1,10.2
KDM4D,6.1,6.1,6.4,6.0,5.4,5.5,6.6,6.2,6.3,6.2,6.3,6.1
KDM4E,1.0,1.2,0.0,-0.1,0.1,0.0,0.3,1.3,0.4,-0.2,1.5,0.5
KDM4F,1.6,1.2,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,0.8,-0.1,-0.5
KDM5A,12.0,11.9,11.9,12.2,12.0,12.3,12.1,12.2,12.3,12.1,12.4,12.3
KDM5B,12.8,12.7,12.7,12.7,12.6,12.7,13.1,13.0,13.1,13.1,13.1,13.0
KDM5C,12.3,12.3,12.1,12.3,12.0,12.0,12.4,12.1,12.3,12.1,12.2,12.2
KDM5C-IT1,3.8,3.2,3.7,4.3,3.6,3.3,2.7,2.6,2.3,3.0,2.8,3.7
KDM5D,3.1,3.4,2.9,2.6,2.6,2.5,2.3,2.7,2.9,1.8,2.4,2.8
KDM5DP1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KDM6A,10.4,10.6,10.6,10.8,10.4,10.6,10.8,10.6,10.5,10.6,10.8,10.5
KDM6B,6.5,6.1,6.5,7.0,6.7,6.6,7.5,6.8,6.6,7.2,7.1,6.9
KDM7A,10.5,10.6,10.5,10.9,10.9,10.9,11.2,11.2,11.2,11.3,11.3,11.5
KDM8,6.8,6.9,6.5,6.7,7.0,6.5,6.9,5.8,6.3,6.5,6.5,6.2
KDR,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KDSR,9.7,9.6,9.7,9.2,9.1,9.4,9.6,9.5,9.3,9.6,9.5,9.9
KEAP1,11.1,10.9,10.9,10.9,10.8,10.9,11.3,11.1,11.2,11.1,11.1,11.1
KEL,5.2,4.3,2.5,3.5,4.2,5.2,4.9,5.4,5.7,5.3,6.7,5.5
KERA,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KF455155.1,3.5,1.6,3.2,2.9,1.7,1.1,1.9,2.6,3.2,1.4,3.4,2.4
KF456110.1,0.1,0.7,0.0,0.9,0.1,0.0,1.3,1.3,1.4,0.8,0.9,-0.5
KF456478.1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KF459542.1,3.5,2.6,0.0,4.0,0.1,3.0,0.3,3.1,3.6,2.9,4.1,-0.5
KHDC1,4.6,4.3,4.7,4.2,4.8,4.9,4.5,3.9,4.8,3.9,4.0,4.7
KHDC1L,0.1,-0.3,0.0,-0.1,1.1,0.0,1.8,1.9,0.4,1.4,0.9,-0.5
KHDC1P1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,1.9,0.4,-0.2,-0.1,-0.5
KHDC3L,1.0,0.6,0.9,-0.1,0.1,0.0,0.3,0.4,1.4,-0.2,-0.1,-0.5
KHDRBS1,11.4,11.5,11.6,11.7,11.8,11.8,11.4,11.6,11.7,11.6,11.6,11.6
KHDRBS2,1.1,1.2,0.0,-0.1,1.1,1.7,0.3,0.4,1.4,1.0,0.0,0.7
KHDRBS3,7.7,7.2,6.8,7.3,6.9,7.2,7.1,7.2,6.8,6.8,7.1,6.8
KHK,6.3,6.2,6.7,5.9,6.5,6.4,5.7,5.9,5.6,5.7,5.5,5.1
KHNYN,10.2,10.2,10.1,9.8,10.1,10.0,10.4,10.5,10.5,10.4,10.4,10.5
KHSRP,11.0,10.9,10.8,11.0,10.5,10.3,10.5,10.3,10.5,10.4,10.5,10.4
KHSRPP1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIAA0040,10.7,10.7,10.7,11.6,11.1,10.8,10.9,10.9,10.9,11.6,11.6,11.4
KIAA0087,2.3,2.5,3.2,3.0,2.2,2.4,2.4,3.6,3.0,2.1,3.3,2.8
KIAA0100,14.1,14.1,13.9,13.8,13.6,13.7,14.0,13.6,13.6,13.5,13.5,13.7
KIAA0141,10.0,10.1,10.0,9.9,10.1,10.0,9.8,10.0,9.9,10.0,10.0,9.9
KIAA0232,11.9,11.7,11.7,13.0,13.2,13.5,11.5,11.7,11.6,13.1,13.0,13.3
KIAA0319,6.5,6.4,6.7,6.0,6.3,6.2,5.6,5.7,5.9,5.4,5.5,5.5
KIAA0319L,10.9,10.9,10.8,10.6,10.6,10.6,11.1,11.0,10.9,11.0,10.9,10.8
KIAA0355,8.2,8.4,8.5,8.7,8.4,8.3,8.7,8.7,8.6,8.9,8.7,8.8
KIAA0368,13.1,13.2,13.2,13.4,13.3,13.3,13.4,13.4,13.5,13.4,13.5,13.5
KIAA0391,12.4,12.4,12.4,12.4,12.4,12.6,12.1,12.1,12.1,12.1,12.0,12.1
KIAA0408,2.0,1.6,2.6,1.3,0.8,3.0,2.1,1.5,1.7,1.9,1.0,1.4
KIAA0513,9.4,9.6,9.4,9.8,9.9,9.7,9.9,9.8,9.8,10.5,10.4,10.3
KIAA0556,9.6,9.8,10.0,10.0,9.7,9.6,10.2,9.9,9.8,10.0,9.8,9.7
KIAA0586,11.1,11.1,11.2,11.1,11.0,11.1,11.0,11.1,11.1,11.1,11.0,11.1
KIAA0753,8.0,8.5,8.4,8.5,8.0,8.2,9.0,8.6,8.9,8.4,8.7,8.3
KIAA0825,7.6,7.4,7.6,7.4,7.7,7.7,6.8,7.4,7.3,7.3,7.3,6.9
KIAA0895,10.5,10.6,10.5,10.4,10.3,10.5,10.4,10.5,10.2,10.0,10.2,10.2
KIAA0895L,8.5,8.2,8.3,8.3,8.4,8.3,8.0,8.1,8.3,8.0,8.0,7.9
KIAA0907,11.2,11.3,11.4,11.3,11.4,11.4,11.4,11.3,11.3,11.3,11.3,11.3
KIAA0930,10.4,10.7,10.5,10.8,10.4,10.4,10.2,10.0,10.2,10.5,10.4,10.2
KIAA1024,6.4,6.0,6.2,5.8,4.9,5.0,5.7,5.2,5.5,5.2,5.5,5.2
KIAA1024L,2.1,1.4,2.1,2.6,2.2,2.6,1.9,3.6,1.6,2.7,3.0,2.4
KIAA1107,7.8,8.1,8.3,7.9,7.7,7.8,7.5,8.3,8.1,7.6,7.3,7.6
KIAA1109,12.1,12.2,12.2,12.3,12.2,12.4,12.6,12.5,12.8,12.7,12.7,12.7
KIAA1143,11.7,11.8,11.6,11.7,11.8,12.0,11.4,11.4,11.6,11.6,11.4,11.3
KIAA1147,11.8,11.8,11.8,11.7,11.8,11.9,11.7,11.9,11.9,11.9,11.9,11.9
KIAA1161,10.8,10.8,10.7,10.5,10.3,10.2,10.3,10.2,10.3,10.0,10.1,10.0
KIAA1191,11.0,11.0,11.2,11.1,10.9,10.9,11.1,10.6,10.8,10.9,10.8,10.8
KIAA1210,2.3,2.3,2.4,2.7,2.4,2.2,2.0,2.0,3.0,2.7,2.4,2.7
KIAA1211,8.0,7.9,8.0,7.6,7.9,7.3,8.3,8.6,8.3,8.4,8.3,8.0
KIAA1211L,8.8,8.6,8.2,8.2,8.0,8.4,8.7,8.5,8.4,8.3,7.9,8.3
KIAA1217,9.1,9.0,9.2,10.3,9.6,9.3,8.5,8.2,8.7,9.2,9.5,9.3
KIAA1257,7.1,7.4,7.5,7.4,7.3,7.0,8.0,7.8,7.8,7.9,7.7,7.6
KIAA1324,11.7,11.7,11.7,11.8,11.2,11.2,12.2,12.0,11.9,12.2,12.0,12.0
KIAA1324L,11.7,11.6,11.6,12.0,12.2,12.2,12.1,12.2,12.2,12.3,12.4,12.4
KIAA1328,9.8,9.9,9.8,9.8,9.7,9.9,10.0,10.0,10.0,10.0,10.0,9.9
KIAA1456,6.2,6.7,6.7,5.8,6.1,6.3,6.0,5.6,5.0,6.1,5.9,5.7
KIAA1468,10.7,10.7,10.7,10.6,10.8,10.8,10.7,10.9,10.9,11.0,11.1,11.0
KIAA1522,9.7,9.6,9.4,9.0,8.9,8.9,9.7,9.2,8.9,9.0,9.0,9.3
KIAA1524,11.2,11.2,11.3,11.0,11.2,11.2,10.5,10.7,10.7,10.5,10.5,10.5
KIAA1549,7.8,7.9,7.9,8.1,7.5,7.8,8.1,7.7,7.9,8.1,8.2,8.0
KIAA1549L,0.1,0.7,1.9,2.2,0.1,2.5,2.3,1.3,1.4,2.4,1.9,1.6
KIAA1551,11.0,10.7,10.6,10.6,10.4,10.3,10.6,10.6,10.9,10.7,10.6,10.6
KIAA1586,9.5,9.6,9.7,9.7,10.0,10.2,9.5,9.5,9.5,9.5,9.5,9.5
KIAA1614,6.4,5.2,6.3,5.4,5.3,4.3,4.4,4.6,4.1,4.3,4.3,3.9
KIAA1614-AS1,4.4,4.3,4.6,4.1,3.5,3.8,3.8,4.6,3.0,3.8,3.0,3.7
KIAA1644,1.0,-0.3,0.0,0.0,0.2,2.5,0.3,0.4,0.5,0.9,1.5,1.2
KIAA1658,1.6,0.6,1.5,3.0,2.4,2.1,1.3,1.3,0.4,1.4,0.9,1.6
KIAA1671,8.9,9.0,9.1,8.8,8.4,8.4,9.0,9.1,9.2,9.2,9.0,9.0
KIAA1683,4.4,3.6,4.0,3.2,4.4,4.0,3.4,3.7,3.7,2.7,4.2,3.6
KIAA1755,3.1,3.0,2.3,3.1,0.9,2.5,2.8,3.0,3.0,2.4,3.2,2.3
KIAA1841,8.8,9.1,8.6,8.6,8.7,8.9,8.8,8.8,8.8,8.4,8.6,8.8
KIAA1958,8.8,8.9,9.0,8.7,8.5,8.3,9.3,9.2,9.4,9.3,9.1,9.1
KIAA2012,5.3,5.2,5.4,5.2,5.0,5.5,5.3,4.9,4.8,5.5,4.9,5.0
KIAA2013,10.4,10.4,10.4,10.3,10.1,10.1,10.4,10.3,10.3,10.2,10.2,10.2
KIAA2026,10.1,10.0,9.8,9.7,9.7,9.8,10.1,10.2,10.2,10.1,10.2,10.1
KIDINS220,11.5,11.5,11.5,11.6,11.6,11.7,11.4,11.6,11.6,11.6,11.5,11.3
KIF11,13.7,13.7,13.7,13.5,13.7,13.8,13.1,13.2,13.2,13.0,13.0,13.1
KIF12,6.3,6.5,6.6,6.0,6.1,6.1,6.1,4.6,5.3,5.5,4.3,5.5
KIF13A,11.8,12.0,11.9,11.9,11.7,11.7,11.9,11.5,11.7,11.9,11.7,11.8
KIF13B,10.2,10.4,10.3,10.6,10.5,10.6,10.4,10.4,10.3,10.9,10.9,10.9
KIF14,12.6,12.7,12.6,12.3,12.5,12.6,12.0,12.0,12.1,11.7,11.8,11.9
KIF15,11.2,11.4,11.3,11.3,11.4,11.5,11.2,11.2,11.3,10.9,11.1,11.1
KIF16B,11.1,11.1,11.1,11.5,11.6,11.8,11.5,11.6,11.6,12.0,12.1,12.1
KIF17,4.4,4.2,5.0,4.8,6.0,5.5,3.1,3.3,5.7,2.4,5.1,5.9
KIF18A,11.9,11.9,12.0,11.9,12.0,12.3,11.4,11.5,11.6,11.5,11.4,11.4
KIF18B,9.6,9.5,9.7,9.8,9.3,8.9,8.9,9.3,9.2,9.0,8.8,8.8
KIF18BP1,2.8,2.6,2.2,3.2,3.6,3.5,3.7,2.9,3.6,3.1,3.7,3.4
KIF19,2.5,2.9,2.5,2.7,3.5,2.1,2.6,1.5,2.7,1.7,2.5,2.7
KIF1A,0.1,-0.3,0.0,0.8,0.3,1.0,0.3,0.6,0.4,-0.2,-0.1,-0.5
KIF1B,10.7,10.8,10.7,10.7,10.5,10.6,10.8,10.6,10.6,10.6,10.8,10.5
KIF1BP,11.8,11.8,11.8,11.6,11.9,11.9,11.3,11.4,11.6,11.3,11.3,11.3
KIF1C,12.2,12.3,12.3,12.1,12.1,12.1,12.2,12.3,12.5,12.3,12.4,12.4
KIF20A,12.2,12.3,12.3,12.1,12.0,12.1,11.8,11.6,11.8,11.4,11.4,11.4
KIF20B,13.2,13.3,13.3,13.2,13.3,13.4,12.7,12.8,12.8,12.5,12.6,12.6
KIF21A,11.8,11.9,11.8,11.8,11.7,11.9,11.9,12.0,12.0,11.9,12.0,11.9
KIF21B,4.6,4.8,5.0,4.8,4.1,4.9,5.4,5.3,5.0,5.2,5.1,4.9
KIF22,12.4,12.4,12.4,12.3,12.4,12.4,12.1,12.0,11.9,11.9,11.9,11.9
KIF23,12.4,12.5,12.6,12.7,12.8,12.9,12.0,12.1,12.3,12.1,12.0,12.1
KIF24,9.6,9.7,9.7,9.4,9.0,9.2,9.2,9.0,9.0,8.8,9.0,8.9
KIF25,2.7,2.5,2.6,2.2,0.1,2.1,2.1,2.8,3.0,0.8,2.8,-0.5
KIF25-AS1,1.6,2.0,0.0,1.4,2.2,1.9,1.5,1.0,1.9,1.6,1.8,1.7
KIF26A,4.5,4.4,4.7,4.1,4.2,3.6,4.1,3.5,4.3,3.8,4.2,3.5
KIF26B,2.2,2.7,2.5,3.3,2.5,1.5,1.7,2.7,1.2,2.9,2.8,1.2
KIF27,8.9,9.0,8.8,8.8,9.1,9.1,9.6,9.6,9.4,9.3,9.5,9.5
KIF28P,3.0,4.1,2.8,4.1,2.3,4.5,3.6,2.2,3.8,3.1,2.6,2.6
KIF2A,11.8,11.8,11.8,11.6,11.7,11.9,12.0,12.0,12.0,11.9,11.9,11.9
KIF2B,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIF2C,12.3,12.3,12.3,12.2,12.3,12.3,11.9,11.9,11.9,11.7,11.8,11.7
KIF3A,10.7,10.9,10.9,10.4,10.8,11.0,10.9,11.0,11.1,10.7,10.9,10.9
KIF3AP1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIF3B,11.8,11.8,11.9,11.9,11.8,11.9,11.9,11.9,12.0,12.0,12.0,12.0
KIF3C,5.7,5.6,5.2,5.6,5.0,5.3,6.3,5.1,5.2,6.9,4.3,3.9
KIF4A,11.4,11.5,11.4,11.3,11.4,11.4,11.0,10.9,11.0,10.9,10.9,10.8
KIF4B,2.0,2.4,2.5,2.5,1.7,2.5,0.4,2.3,2.4,3.0,1.9,1.9
KIF4CP,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIF5A,4.1,2.2,1.9,1.6,0.8,4.2,3.0,3.2,3.2,3.8,4.6,4.2
KIF5B,12.8,12.9,12.9,12.9,13.0,13.2,13.1,13.1,13.2,13.2,13.3,13.3
KIF5C,3.4,3.1,3.5,4.3,4.3,4.3,4.5,3.7,3.2,2.4,3.8,3.3
KIF6,5.6,5.7,5.4,5.5,6.1,5.5,5.5,5.5,6.0,5.5,4.7,5.5
KIF7,6.2,6.4,6.8,6.2,5.5,6.4,5.7,5.5,6.7,5.8,5.6,5.4
KIF9,8.1,8.1,7.8,8.0,8.6,8.4,7.9,7.6,7.7,7.7,7.5,8.1
KIF9-AS1,5.5,5.7,5.6,5.6,5.1,5.2,6.2,6.2,6.2,5.9,6.2,5.8
KIFAP3,10.8,10.9,10.9,10.9,11.1,11.2,11.3,11.5,11.5,11.5,11.5,11.6
KIFC1,11.8,11.7,11.6,11.5,11.4,11.4,11.0,10.9,10.9,10.7,10.7,10.7
KIFC2,9.3,9.2,8.9,9.2,9.4,9.1,9.2,9.1,9.1,9.2,9.1,9.0
KIFC3,7.8,7.1,7.4,7.7,7.3,7.8,7.3,7.8,8.1,7.1,7.8,7.1
KIN,10.4,10.6,10.3,10.1,10.9,10.8,10.0,10.5,10.3,10.0,10.0,10.4
KIR2DL1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,0.9,-0.5
KIR2DL3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIR2DL4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIR2DP1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIR2DS4,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIR3DL1,0.1,-0.3,0.0,-0.1,0.1,1.1,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIR3DL2,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIR3DL3,0.1,-0.3,0.0,-0.1,1.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIR3DP1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIR3DX1,4.9,4.6,4.2,4.8,5.1,5.1,5.3,4.4,4.9,4.6,5.0,4.8
KIRREL1,5.5,5.7,5.2,4.6,5.2,5.6,4.9,5.8,4.0,4.8,5.3,4.7
KIRREL1-IT1,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KIRREL2,2.4,-0.3,0.4,-0.1,0.1,1.3,0.3,0.4,1.2,-0.2,-0.1,-0.5
KIRREL3,5.2,5.6,5.4,6.3,6.3,6.0,5.6,5.2,4.5,6.0,6.2,5.5
KIRREL3-AS1,0.1,0.7,0.9,-0.1,1.1,0.0,0.3,0.4,0.4,-0.2,0.9,-0.5
KIRREL3-AS2,0.1,-0.3,0.0,0.9,0.1,0.0,1.3,0.4,0.4,-0.2,0.9,-0.5
KIRREL3-AS3,0.1,-0.3,0.0,-0.1,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,-0.5
KISS1,4.2,3.8,4.2,4.5,4.9,4.4,3.9,3.7,3.2,3.5,3.6,3.8
KISS1R,3.8,3.8,3.3,3.8,4.4,3.7,3.3,4.5,4.4,3.8,3.1,4.7
KIT,1.0,-0.2,0.9,1.0,2.5,1.3,0.4,1.3,0.4,1.3,0.9,1.3
KITLG,12.6,12.6,12.5,11.3,11.2,11.5,11.7,11.9,12.0,11.4,11.5,11.5
KIZ,8.4,8.8,8.8,8.6,8.3,8.4,9.4,9.3,9.0,9.0,9.3,9.2
KIZ-AS1,4.7,4.2,4.0,4.5,4.6,4.5,4.7,4.6,4.2,5.0,4.1,3.8
KL,0.1,-0.3,0.0,0.9,0.1,0.0,0.3,0.4,0.4,-0.2,-0.1,1.5
KLB,6.0,6.1,6.1,6.3,6.0,6.2,6.4,6.2,6.3,5.9,5.8,5.9
KLC1,11.6,11.2,11.1,11.1,11.1,11.5,11.4,11.0,11.1,11.1,11.1,11.4
KLC2,9.5,9.2,9.3,9.7,9.6,9.7,9.6,9.6,9.6,9.7,9.6,9.7
